Nid,Title,Body,Path,Published,Language,Holiday Date,Holiday Type
24095,Republic Day,"Republic Day
",/content/republic-day,1,en,26-01-2012,Gazetted
24098,Pongal,"Pongal/Makar Sankranti/Magh Bihu
",/content/pongal,1,en,15-01-2012,Restricted
24099,Milad-Un-Nabi or Id-E-Milad,"Milad-Un-Nabi or Id-E-Milad
",/content/milad-un-nabi-or-id-e-milad,1,en,05-02-2012,Gazetted
24100,Guru Ravidas Jayanti,"Guru Ravidas Jayanti
",/content/guru-ravidas-jayanti,1,en,07-02-2012,Restricted
24202,New Year's Day ,"New Year's Day 
",/content/new-years-day,1,en,01-01-2012,Restricted
24203,Makar Sankranti,"Makar Sankranti
",/content/makar-sankranti,1,en,14-01-2012,Restricted
24204,Basanta Panchami/Shree Panchami,"Basanta Panchami/Shree Panchami
",/content/basanta-panchamishree-panchami,1,en,28-01-2012,Restricted
24205,Maharshi Dayanand Saraswati Jayanti,"Maharshi Dayanand Saraswati Jayanti
",/content/maharshi-dayanand-saraswati-jayanti,1,en,16-02-2012,Restricted
24206,Shivaji Jayanti,"Shivaji Jayanti
",/content/shivaji-jayanti,1,en,19-02-2012,Restricted
24207,Maha Shivaratri,"Maha Shivaratri
",/content/maha-shivaratri,1,en,20-02-2012,Gazetted
24208,Holika Dahan (Dolyatra),"Holika Dahan (Dolyatra)
",/content/holika-dahan-dolyatra,1,en,07-03-2012,Restricted
24209,Holi,"Holi
",/content/holi,1,en,08-03-2012,Gazetted
24210,Chaitra Sukhladi/Gudi Padava/Ugadi/Cheti Chand,"Chaitra Sukhladi/Gudi Padava/Ugadi/Cheti Chand
",/content/chaitra-sukhladigudi-padavaugadicheti-chand,1,en,23-03-2012,Restricted
24211,Ram Navami,"Ram Navami
",/content/ram-navami,1,en,01-04-2012,Restricted
24212,Mahavir Jayanti,"Mahavir Jayanti
",/content/mahavir-jayanti,1,en,05-04-2012,Gazetted
24213,Good Friday,"Good Friday
",/content/good-friday,1,en,06-04-2012,Gazetted
24214,Easter,"Easter
",/content/easter,1,en,08-04-2012,Restricted
24215,Vaisakhi/Vishu,"Vaisakhi/Vishu
",/content/vaisakhivishu,1,en,13-04-2012,Restricted
24216,Mesadi/Vaisakhadi (Bengal)/Bahag Bihu (Assam),"Mesadi/Vaisakhadi (Bengal)/Bahag Bihu (Assam)
",/content/mesadivaisakhadi-bengalbahag-bihu-assam,1,en,14-04-2012,Restricted
24217,Buddha Purnima,"Buddha Purnima
",/content/buddha-purnima,1,en,06-05-2012,Gazetted
24218,Guru Rabindranath's Birthday,"Guru Rabindranath's Birthday
",/content/guru-rabindranaths-birthday,1,en,08-05-2012,Restricted
24219,Hazarat Ali's Birthday,"Hazarat Ali's Birthday
",/content/hazarat-alis-birthday,1,en,04-06-2012,Restricted
24220,Rath Yatra,"Rath Yatra
",/content/rath-yatra,1,en,21-06-2012,Restricted
24221,Raksha Bandhan,"Raksha Bandhan
",/content/raksha-bandhan,1,en,02-08-2012,Restricted
24222,Janamashtami (Vaisnava),"Janamashtami (Vaisnava)
",/content/janamashtami-vaisnava,1,en,10-08-2012,Gazetted
24223,Independence Day,"Independence Day
",/content/independence-day,1,en,15-08-2012,Gazetted
24224,Jamat-Ul-Vida,"Jamat-Ul-Vida
",/content/jamat-ul-vida,1,en,17-08-2012,Restricted
24225,Parsi New Year,"Parsi New Year
",/content/parsi-new-year,1,en,18-08-2012,Restricted
24226,Id-ul-Fitr,"Id-ul-Fitr
",/content/id-ul-fitr,1,en,20-08-2012,Gazetted
24228,Onam,"Onam
",/content/onam,1,en,29-08-2012,Restricted
24229,Ganesh Chaturthi,"Ganesh Chaturthi
",/content/ganesh-chaturthi,1,en,19-09-2012,Restricted
24230,Mahatma Gandhi Jayanti,"Mahatma Gandhi Jayanti
",/content/mahatma-gandhi-jayanti,1,en,02-10-2012,Gazetted
24231,Maha Saptami,"Maha Saptami
",/content/maha-saptami,1,en,21-10-2012,Restricted
24232,Maha Ashtami,"Maha Ashtami
",/content/maha-ashtami,1,en,22-10-2012,Restricted
24234,Dussehra (Vijaya Dashami),"Dussehra (Vijaya Dashami)
",/content/dussehra-vijaya-dashami,1,en,24-10-2012,Gazetted
24235,Id-ul-Zuha (Bakrid),"Id-ul-Zuha (Bakrid)
",/content/id-ul-zuha-bakrid,1,en,27-10-2012,Gazetted
24236,Maharishi Valmiki Jayanti,"Maharishi Valmiki Jayanti
",/content/maharishi-valmiki-jayanti,1,en,29-10-2012,Restricted
24237,Karaka Chaturthi (Karva Chouth),"Karaka Chaturthi (Karva Chouth)
",/content/karaka-chaturthi-karva-chouth,1,en,02-11-2012,Restricted
24239,Diwali (Deepavali),"Diwali (Deepavali)
",/content/diwali-deepavali,1,en,13-11-2012,Gazetted
24241,Bhai Duj,"Bhai Duj
",/content/bhai-duj,1,en,15-11-2012,Restricted
24242,Pratihar Sashthi/Surya Sashthi (Chhat Puja),"Pratihar Sashthi/Surya Sashthi (Chhat Puja)
",/content/pratihar-sashthisurya-sashthi-chhat-puja,1,en,19-11-2012,Restricted
24243,Guru Teg Bahadur's Martyrdom Day,"Guru Teg Bahadur's Martyrdom Day
",/content/guru-teg-bahadurs-martyrdom-day,1,en,24-11-2012,Restricted
24244,Muharram,"Muharram
",/content/muharram,1,en,25-11-2012,Gazetted
24245,Guru Nanak Jayanti,"Guru Nanak Jayanti
",/content/guru-nanak-jayanti,1,en,28-11-2012,Gazetted
